,CPU_A,RAM_A,CPU_B,RAM_B,CPU_C,RAM_C
4767,0.3,0.4,0.69,0.7,0.19,0.3
4768,0.15,0.4,0.62,0.4,0.95,0.4
4769,0.92,0.4,0.86,0.8,0.55,0.5
4770,0.74,0.7,0.67,0.4,0.67,0.5
4771,0.27,0.6,0.46,0.5,0.39,0.8
4772,0.26,0.4,0.37,0.7,0.53,0.3
4773,0.38,0.6,0.91,0.5,0.37,0.8
4774,0.78,0.7,0.88,0.4,0.11,0.6
4775,0.49,0.4,0.81,0.6,0.8,0.7
4776,0.13,0.4,0.43,0.6,0.53,0.7
4777,0.22,0.4,0.25,0.6,0.87,0.7
4778,0.62,0.6,0.17,0.6,0.25,0.8
4779,0.35,0.4,0.29,0.4,0.55,0.5
4780,0.48,0.7,0.16,0.5,0.14,0.6
4781,0.3,0.7,0.78,0.4,0.87,0.8
4782,0.85,0.4,0.14,0.5,0.18,0.3
4783,0.37,0.6,0.4,0.7,0.19,0.6
4784,0.93,0.8,0.69,0.4,0.65,0.4
4785,0.56,0.4,0.95,0.5,0.71,0.5
4786,0.48,0.3,0.41,0.4,0.11,0.7
4787,0.34,0.3,0.15,0.6,0.84,0.6
4788,0.49,0.7,0.79,0.8,0.8,0.6
4789,0.28,0.5,0.74,0.3,0.49,0.6
4790,0.19,0.5,0.36,0.6,0.54,0.6
4791,0.81,0.8,0.9,0.8,0.84,0.6
4792,0.89,0.5,0.88,0.7,0.63,0.4
4793,0.5,0.7,0.4,0.5,0.24,0.5
4794,0.66,0.8,0.36,0.7,0.49,0.4
4795,0.19,0.7,0.5,0.7,0.14,0.4
4796,0.25,0.6,0.44,0.6,0.86,0.3
4797,0.37,0.3,0.5,0.7,0.65,0.5
4798,0.44,0.5,0.77,0.5,0.92,0.4
4799,0.38,0.4,0.31,0.7,0.5,0.6
4800,0.44,0.5,0.6,0.7,0.56,0.5
4801,0.23,0.3,0.46,0.7,0.94,0.6
4802,0.7,0.5,0.15,0.5,0.7,0.8
4803,0.38,0.3,0.29,0.8,0.35,0.4
4804,0.14,0.3,0.45,0.6,0.9,0.4
4805,0.79,0.3,0.12,0.6,0.37,0.8
4806,0.49,0.7,0.25,0.6,0.17,0.8
4807,0.5,0.7,0.47,0.3,0.64,0.3
4808,0.96,0.7,0.25,0.5,0.96,0.3
4809,0.94,0.6,0.28,0.7,0.28,0.5
4810,0.36,0.5,0.93,0.4,0.84,0.5
4811,0.59,0.5,0.6,0.4,0.81,0.5
4812,0.85,0.4,0.39,0.8,0.15,0.7
4813,0.4,0.7,0.9,0.8,0.2,0.7
4814,0.92,0.5,0.79,0.5,0.41,0.6
4815,0.81,0.7,0.81,0.7,0.56,0.5
4816,0.17,0.5,0.17,0.7,0.22,0.8
4817,0.33,0.8,0.96,0.6,0.87,0.5
4818,0.74,0.3,0.86,0.7,0.22,0.3
4819,0.37,0.8,0.14,0.8,0.57,0.6
4820,0.65,0.5,0.15,0.8,0.61,0.6
4821,0.52,0.4,0.19,0.5,0.84,0.5
4822,0.68,0.4,0.74,0.4,0.38,0.6
4823,0.67,0.4,0.38,0.5,0.47,0.3
4824,0.45,0.3,0.43,0.7,0.11,0.8
4825,0.9,0.7,0.48,0.8,0.51,0.3
4826,0.25,0.7,0.63,0.5,0.29,0.8
4827,0.2,0.7,0.95,0.6,0.42,0.3
4828,0.13,0.5,0.16,0.5,0.87,0.7
4829,0.17,0.6,0.12,0.5,0.31,0.5
4830,0.51,0.8,0.95,0.7,0.35,0.5
4831,0.27,0.6,0.9,0.8,0.94,0.5
4832,0.96,0.4,0.83,0.4,0.7,0.6
4833,0.45,0.8,0.41,0.8,0.56,0.5
4834,0.71,0.5,0.93,0.7,0.46,0.3
4835,0.41,0.3,0.77,0.3,0.11,0.7
4836,0.4,0.5,0.86,0.4,0.47,0.5
4837,0.39,0.3,0.72,0.6,0.51,0.4
4838,0.83,0.6,0.51,0.3,0.16,0.4
4839,0.36,0.6,0.38,0.7,0.36,0.5
4840,0.51,0.5,0.57,0.4,0.7,0.5
4841,0.37,0.7,0.24,0.4,0.79,0.6
4842,0.69,0.3,0.2,0.5,0.71,0.7
4843,0.92,0.6,0.78,0.7,0.34,0.3
4844,0.61,0.3,0.97,0.6,0.29,0.7
4845,0.36,0.7,0.59,0.7,0.44,0.6
4846,0.19,0.7,0.5,0.4,0.17,0.8
4847,0.36,0.3,0.49,0.6,0.46,0.4
4848,0.51,0.5,0.17,0.7,0.72,0.4
4849,0.25,0.4,0.13,0.6,0.48,0.6
4850,0.43,0.8,0.77,0.7,0.72,0.6
4851,0.24,0.6,0.44,0.6,0.87,0.5
4852,0.92,0.4,0.22,0.7,0.8,0.7
4853,0.16,0.3,0.81,0.8,0.37,0.7
4854,0.4,0.7,0.46,0.5,0.61,0.6
4855,0.54,0.4,0.47,0.4,0.86,0.4
4856,0.26,0.7,0.77,0.5,0.17,0.5
4857,0.47,0.6,0.47,0.5,0.62,0.5
4858,0.19,0.7,0.29,0.3,0.35,0.6
4859,0.9,0.5,0.25,0.7,0.76,0.3
4860,0.32,0.8,0.11,0.3,0.61,0.7
4861,0.44,0.7,0.46,0.4,0.41,0.6
4862,0.3,0.7,0.55,0.6,0.66,0.4
4863,0.16,0.8,0.59,0.5,0.79,0.4
4864,0.79,0.7,0.1,0.6,0.52,0.4
4865,0.82,0.4,0.27,0.3,0.64,0.7
4866,0.19,0.4,0.67,0.3,0.86,0.3
4867,0.41,0.7,0.95,0.7,0.63,0.6
4868,0.74,0.4,0.76,0.6,0.36,0.5
4869,0.65,0.3,0.92,0.7,0.84,0.4
4870,0.66,0.4,0.9,0.4,0.77,0.5
4871,0.31,0.6,0.77,0.7,0.57,0.6
4872,0.97,0.6,0.74,0.5,0.86,0.6
4873,0.21,0.8,0.62,0.4,0.62,0.4
4874,0.67,0.4,0.86,0.7,0.43,0.3
4875,0.79,0.6,0.2,0.7,0.32,0.5
4876,0.23,0.6,0.45,0.6,0.13,0.4
4877,0.81,0.4,0.26,0.6,0.19,0.4
4878,0.2,0.5,0.26,0.6,0.1,0.5
4879,0.71,0.6,0.51,0.6,0.97,0.3
4880,0.26,0.7,0.18,0.6,0.13,0.4
4881,0.32,0.3,0.71,0.6,0.5,0.8
4882,0.18,0.4,0.93,0.4,0.82,0.7
4883,0.6,0.4,0.8,0.3,0.93,0.4
4884,0.3,0.7,0.47,0.5,0.63,0.7
4885,0.74,0.5,0.11,0.6,0.24,0.6
4886,0.46,0.4,0.58,0.4,0.86,0.7
4887,0.94,0.5,0.96,0.5,0.18,0.4
4888,0.95,0.6,0.95,0.8,0.22,0.5
4889,0.71,0.7,0.55,0.6,0.13,0.4
4890,0.55,0.6,0.46,0.7,0.21,0.5
4891,0.2,0.3,0.15,0.7,0.35,0.6
4892,0.75,0.4,0.18,0.4,0.41,0.7
4893,0.94,0.5,0.26,0.7,0.17,0.8
4894,0.77,0.4,0.57,0.4,0.84,0.7
4895,0.73,0.8,0.44,0.4,0.28,0.8
4896,0.43,0.3,0.57,0.8,0.23,0.6
4897,0.75,0.8,0.78,0.5,0.75,0.6
4898,0.53,0.7,0.81,0.4,0.46,0.7
4899,0.31,0.3,0.21,0.6,0.51,0.5
4900,0.36,0.5,0.68,0.8,0.42,0.7
4901,0.83,0.7,0.8,0.6,0.75,0.6
4902,0.92,0.6,0.81,0.5,0.25,0.6
4903,0.52,0.6,0.36,0.4,0.15,0.5
4904,0.95,0.7,0.9,0.8,0.35,0.6
4905,0.77,0.8,0.26,0.6,0.25,0.3
4906,0.26,0.7,0.9,0.3,0.58,0.5
4907,0.33,0.5,0.93,0.4,0.58,0.3
4908,0.63,0.7,0.3,0.6,0.95,0.5
4909,0.25,0.6,0.75,0.6,0.15,0.7
4910,0.37,0.3,0.6,0.3,0.21,0.6
4911,0.9,0.6,0.47,0.7,0.49,0.6
4912,0.44,0.4,0.21,0.6,0.42,0.7
4913,0.26,0.4,0.17,0.4,0.77,0.5
4914,0.68,0.6,0.87,0.5,0.52,0.3
4915,0.82,0.4,0.71,0.7,0.85,0.4
4916,0.38,0.3,0.46,0.3,0.48,0.3
4917,0.25,0.5,0.14,0.8,0.68,0.7
4918,0.95,0.7,0.71,0.4,0.39,0.7
4919,0.85,0.5,0.36,0.6,0.58,0.6
4920,0.55,0.8,0.92,0.6,0.6,0.5
4921,0.56,0.4,0.23,0.8,0.89,0.4
4922,0.73,0.8,0.89,0.4,0.89,0.4
4923,0.2,0.7,0.81,0.7,0.14,0.6
4924,0.2,0.6,0.82,0.4,0.61,0.8
4925,0.61,0.5,0.96,0.5,0.87,0.4
4926,0.1,0.4,0.64,0.4,0.58,0.6
4927,0.65,0.7,0.49,0.7,0.51,0.7
4928,0.38,0.4,0.87,0.7,0.25,0.7
4929,0.88,0.8,0.58,0.3,0.76,0.4
4930,0.18,0.8,0.3,0.8,0.25,0.4
4931,0.26,0.6,0.24,0.5,0.62,0.8
4932,0.21,0.3,0.85,0.4,0.86,0.3
4933,0.46,0.6,0.52,0.8,0.43,0.6
4934,0.52,0.5,0.38,0.5,0.93,0.7
4935,0.23,0.3,0.52,0.6,0.69,0.7
4936,0.14,0.6,0.39,0.6,0.1,0.6
4937,0.78,0.8,0.14,0.5,0.5,0.6
4938,0.71,0.3,0.91,0.4,0.37,0.4
4939,0.14,0.3,0.4,0.6,0.18,0.3
4940,0.29,0.6,0.83,0.5,0.6,0.6
4941,0.37,0.7,0.86,0.7,0.88,0.5
4942,0.44,0.8,0.82,0.3,0.87,0.6
4943,0.54,0.5,0.47,0.4,0.42,0.8
4944,0.96,0.6,0.33,0.5,0.18,0.6
4945,0.58,0.3,0.38,0.4,0.94,0.8
4946,0.6,0.3,0.74,0.3,0.85,0.5
4947,0.73,0.4,0.85,0.7,0.41,0.4
4948,0.26,0.5,0.54,0.4,0.33,0.6
4949,0.69,0.6,0.97,0.8,0.73,0.4
4950,0.47,0.7,0.9,0.4,0.85,0.3
4951,0.15,0.4,0.56,0.4,0.57,0.6
4952,0.77,0.6,0.44,0.3,0.39,0.7
4953,0.75,0.5,0.21,0.6,0.32,0.4
4954,0.61,0.4,0.85,0.3,0.9,0.4
4955,0.34,0.3,0.33,0.4,0.18,0.4
4956,0.73,0.4,0.84,0.5,0.21,0.8
4957,0.42,0.8,0.24,0.5,0.33,0.4
4958,0.7,0.6,0.43,0.5,0.8,0.3
4959,0.96,0.7,0.34,0.6,0.43,0.7
4960,0.46,0.5,0.35,0.4,0.1,0.8
4961,0.96,0.4,0.44,0.6,0.92,0.3
4962,0.49,0.7,0.23,0.5,0.45,0.6
4963,0.54,0.5,0.71,0.5,0.42,0.5
4964,0.59,0.5,0.81,0.7,0.25,0.4
4965,0.83,0.4,0.53,0.4,0.63,0.4
4966,0.75,0.5,0.89,0.5,0.96,0.6
4967,0.65,0.7,0.49,0.4,0.89,0.3
4968,0.12,0.5,0.62,0.8,0.6,0.6
4969,0.25,0.5,0.18,0.7,0.11,0.7
4970,0.28,0.5,0.35,0.5,0.87,0.6
4971,0.11,0.6,0.14,0.5,0.47,0.6
4972,0.32,0.6,0.69,0.5,0.83,0.4
4973,0.95,0.6,0.75,0.6,0.55,0.6
4974,0.19,0.4,0.59,0.7,0.94,0.6
4975,0.56,0.5,0.64,0.8,0.43,0.5
4976,0.17,0.4,0.69,0.7,0.75,0.6
4977,0.63,0.5,0.96,0.6,0.48,0.8
4978,0.68,0.5,0.82,0.7,0.82,0.6
4979,0.95,0.5,0.36,0.7,0.81,0.4
4980,0.4,0.6,0.9,0.4,0.3,0.6
4981,0.37,0.7,0.43,0.7,0.61,0.6
4982,0.77,0.6,0.52,0.3,0.5,0.5
4983,0.9,0.5,0.79,0.4,0.95,0.6
4984,0.46,0.7,0.73,0.8,0.54,0.4
4985,0.43,0.7,0.5,0.5,0.44,0.7
4986,0.91,0.3,0.92,0.5,0.47,0.4
4987,0.33,0.4,0.41,0.8,0.9,0.6
4988,0.74,0.4,0.27,0.3,0.53,0.4
4989,0.29,0.7,0.23,0.3,0.92,0.5
4990,0.65,0.3,0.28,0.7,0.59,0.6
4991,0.44,0.7,0.93,0.6,0.86,0.4
4992,0.49,0.6,0.92,0.7,0.23,0.3
4993,0.76,0.7,0.58,0.4,0.78,0.6
4994,0.57,0.5,0.35,0.7,0.74,0.8
4995,0.18,0.5,0.66,0.4,0.78,0.7
4996,0.13,0.5,0.76,0.6,0.76,0.4
4997,0.56,0.6,0.72,0.5,0.49,0.4
4998,0.31,0.5,0.63,0.8,0.43,0.6
4999,0.64,0.5,0.41,0.5,0.65,0.7
5000,0.85,0.6,0.74,0.5,0.3,0.8
5001,0.55,0.6,0.28,0.8,0.31,0.6
5002,0.45,0.6,0.45,0.3,0.6,0.3
5003,0.24,0.7,0.97,0.5,0.92,0.7
5004,0.13,0.4,0.56,0.3,0.23,0.4
5005,0.69,0.5,0.16,0.8,0.33,0.5
5006,0.55,0.6,0.14,0.4,0.44,0.4
5007,0.49,0.7,0.11,0.6,0.84,0.8
5008,0.4,0.5,0.59,0.7,0.46,0.5
5009,0.87,0.5,0.11,0.4,0.34,0.4
5010,0.23,0.6,0.84,0.3,0.35,0.3
5011,0.25,0.3,0.93,0.6,0.79,0.4
5012,0.56,0.7,0.88,0.7,0.74,0.3
5013,0.66,0.6,0.43,0.7,0.91,0.6
5014,0.46,0.6,0.9,0.5,0.25,0.3
5015,0.79,0.5,0.53,0.7,0.69,0.7
5016,0.9,0.5,0.34,0.7,0.92,0.7
5017,0.51,0.5,0.69,0.6,0.24,0.3
5018,0.73,0.7,0.57,0.6,0.73,0.4
5019,0.68,0.4,0.49,0.3,0.94,0.7
5020,0.37,0.6,0.91,0.5,0.17,0.5
5021,0.26,0.7,0.14,0.5,0.95,0.4
5022,0.92,0.3,0.23,0.6,0.22,0.6
5023,0.87,0.7,0.81,0.7,0.78,0.4
5024,0.82,0.6,0.56,0.6,0.4,0.7
5025,0.26,0.5,0.47,0.7,0.9,0.6
5026,0.74,0.5,0.63,0.5,0.96,0.3
5027,0.79,0.7,0.15,0.8,0.77,0.5
5028,0.68,0.5,0.6,0.4,0.44,0.7
5029,0.19,0.8,0.49,0.6,0.87,0.4
5030,0.86,0.4,0.63,0.4,0.35,0.8
5031,0.95,0.4,0.54,0.7,0.9,0.7
5032,0.81,0.5,0.29,0.8,0.81,0.3
5033,0.66,0.4,0.87,0.4,0.13,0.4
5034,0.1,0.5,0.87,0.5,0.48,0.5
5035,0.57,0.8,0.28,0.4,0.6,0.3
5036,0.93,0.6,0.65,0.6,0.82,0.7
5037,0.55,0.5,0.5,0.5,0.17,0.4
5038,0.24,0.4,0.29,0.7,0.22,0.4
5039,0.38,0.5,0.14,0.7,0.8,0.7
5040,0.61,0.5,0.63,0.7,0.6,0.7
5041,0.78,0.8,0.3,0.4,0.86,0.4
5042,0.13,0.3,0.62,0.6,0.49,0.5
5043,0.91,0.4,0.62,0.6,0.65,0.5
5044,0.4,0.5,0.52,0.5,0.69,0.8
5045,0.45,0.4,0.91,0.7,0.49,0.5
5046,0.69,0.8,0.54,0.4,0.66,0.3
5047,0.7,0.5,0.14,0.7,0.49,0.6
5048,0.43,0.4,0.4,0.5,0.83,0.6
5049,0.27,0.5,0.8,0.4,0.74,0.7
5050,0.32,0.4,0.61,0.5,0.54,0.8
5051,0.7,0.8,0.47,0.3,0.81,0.4
5052,0.46,0.4,0.77,0.5,0.64,0.4
5053,0.69,0.4,0.43,0.4,0.26,0.7
5054,0.53,0.7,0.11,0.5,0.95,0.4
5055,0.38,0.4,0.82,0.8,0.56,0.4
5056,0.95,0.8,0.31,0.7,0.15,0.7
5057,0.13,0.5,0.82,0.3,0.83,0.6
5058,0.83,0.5,0.61,0.8,0.64,0.6
5059,0.23,0.5,0.87,0.5,0.72,0.5
5060,0.35,0.3,0.86,0.4,0.24,0.3
5061,0.92,0.6,0.75,0.5,0.81,0.5
5062,0.75,0.3,0.87,0.4,0.54,0.4
5063,0.43,0.5,0.62,0.6,0.15,0.7
5064,0.7,0.7,0.41,0.3,0.31,0.7
5065,0.42,0.5,0.86,0.8,0.21,0.5
5066,0.18,0.6,0.92,0.6,0.89,0.7
5067,0.91,0.6,0.66,0.8,0.83,0.7
5068,0.15,0.5,0.2,0.7,0.62,0.4
5069,0.68,0.8,0.5,0.5,0.5,0.4
5070,0.33,0.5,0.43,0.7,0.85,0.5
5071,0.84,0.7,0.8,0.6,0.57,0.7
5072,0.82,0.7,0.67,0.4,0.11,0.5
5073,0.88,0.8,0.62,0.4,0.35,0.6
5074,0.29,0.6,0.87,0.5,0.55,0.7
5075,0.93,0.7,0.77,0.6,0.48,0.5
5076,0.1,0.5,0.65,0.7,0.17,0.5
5077,0.28,0.3,0.38,0.7,0.89,0.3
5078,0.94,0.3,0.57,0.6,0.48,0.6
5079,0.92,0.8,0.9,0.7,0.9,0.6
5080,0.23,0.4,0.3,0.8,0.3,0.7
5081,0.8,0.7,0.19,0.7,0.32,0.6
5082,0.93,0.8,0.52,0.7,0.96,0.6
5083,0.39,0.8,0.51,0.7,0.76,0.3
5084,0.35,0.8,0.86,0.3,0.81,0.6
5085,0.29,0.7,0.44,0.5,0.21,0.8
5086,0.92,0.5,0.55,0.8,0.21,0.8
5087,0.86,0.7,0.73,0.5,0.23,0.7
5088,0.2,0.4,0.49,0.4,0.37,0.5
5089,0.21,0.3,0.6,0.7,0.94,0.5
5090,0.43,0.6,0.55,0.7,0.96,0.7
5091,0.86,0.4,0.3,0.4,0.37,0.6
5092,0.87,0.6,0.44,0.3,0.45,0.5
5093,0.26,0.3,0.18,0.4,0.64,0.7
5094,0.21,0.4,0.47,0.4,0.9,0.8
5095,0.91,0.7,0.43,0.7,0.59,0.6
5096,0.13,0.4,0.36,0.4,0.76,0.5
5097,0.33,0.7,0.87,0.4,0.36,0.5
5098,0.54,0.8,0.89,0.6,0.55,0.3
5099,0.82,0.5,0.64,0.7,0.41,0.6
5100,0.19,0.3,0.16,0.5,0.44,0.5
5101,0.35,0.4,0.73,0.5,0.11,0.4
5102,0.5,0.8,0.16,0.6,0.47,0.5
5103,0.9,0.7,0.24,0.7,0.14,0.5
5104,0.65,0.3,0.13,0.7,0.91,0.5
5105,0.34,0.6,0.46,0.5,0.63,0.5
5106,0.67,0.4,0.52,0.4,0.39,0.6
5107,0.78,0.7,0.38,0.5,0.16,0.4
5108,0.69,0.7,0.35,0.6,0.83,0.6
5109,0.35,0.6,0.77,0.6,0.52,0.7
5110,0.36,0.5,0.56,0.4,0.32,0.8
5111,0.48,0.5,0.53,0.6,0.78,0.4
5112,0.78,0.5,0.37,0.6,0.71,0.6
5113,0.43,0.8,0.61,0.6,0.7,0.7
5114,0.26,0.7,0.8,0.6,0.93,0.4
5115,0.23,0.5,0.16,0.6,0.45,0.7
5116,0.7,0.8,0.74,0.8,0.36,0.3
5117,0.7,0.8,0.72,0.4,0.55,0.4
5118,0.48,0.3,0.12,0.8,0.93,0.7
5119,0.75,0.7,0.35,0.5,0.92,0.3
5120,0.13,0.6,0.63,0.4,0.41,0.6
5121,0.74,0.5,0.64,0.7,0.52,0.4
5122,0.1,0.4,0.26,0.6,0.78,0.7
5123,0.45,0.8,0.38,0.5,0.84,0.6
5124,0.48,0.7,0.37,0.6,0.41,0.5
5125,0.73,0.7,0.46,0.7,0.77,0.3
5126,0.82,0.7,0.95,0.4,0.78,0.6
5127,0.77,0.6,0.74,0.6,0.15,0.6
5128,0.54,0.3,0.68,0.4,0.42,0.6
5129,0.3,0.6,0.67,0.3,0.46,0.7
5130,0.63,0.4,0.31,0.3,0.65,0.4
5131,0.85,0.6,0.39,0.5,0.68,0.6
5132,0.62,0.6,0.14,0.5,0.76,0.4
5133,0.39,0.5,0.6,0.7,0.38,0.5
5134,0.78,0.5,0.82,0.3,0.76,0.4
5135,0.75,0.7,0.62,0.6,0.52,0.4
5136,0.75,0.7,0.29,0.4,0.44,0.6
5137,0.3,0.4,0.93,0.6,0.59,0.6
5138,0.17,0.7,0.63,0.5,0.79,0.4
5139,0.37,0.6,0.45,0.3,0.39,0.5
5140,0.33,0.8,0.38,0.4,0.81,0.3
5141,0.23,0.3,0.48,0.4,0.47,0.4
5142,0.36,0.8,0.3,0.8,0.75,0.4
5143,0.58,0.7,0.17,0.8,0.14,0.6
5144,0.17,0.6,0.14,0.8,0.95,0.6
5145,0.56,0.4,0.42,0.6,0.96,0.3
5146,0.93,0.8,0.96,0.4,0.53,0.7
5147,0.61,0.7,0.93,0.6,0.29,0.5
5148,0.18,0.6,0.8,0.6,0.59,0.5
5149,0.81,0.3,0.24,0.4,0.46,0.7
5150,0.39,0.8,0.8,0.6,0.8,0.7
5151,0.16,0.4,0.94,0.7,0.94,0.3
5152,0.62,0.3,0.53,0.5,0.7,0.6
5153,0.32,0.3,0.56,0.7,0.76,0.4
5154,0.94,0.5,0.73,0.4,0.19,0.5
5155,0.61,0.6,0.69,0.4,0.59,0.3
5156,0.32,0.5,0.35,0.6,0.68,0.5
5157,0.2,0.5,0.47,0.7,0.19,0.5
5158,0.92,0.7,0.13,0.5,0.48,0.6
5159,0.12,0.7,0.89,0.4,0.81,0.8
5160,0.79,0.5,0.94,0.7,0.92,0.3
5161,0.13,0.3,0.96,0.5,0.14,0.4
5162,0.54,0.6,0.73,0.6,0.41,0.5
5163,0.7,0.6,0.83,0.5,0.47,0.6
5164,0.82,0.7,0.18,0.4,0.75,0.5
5165,0.71,0.6,0.1,0.6,0.48,0.7
5166,0.46,0.7,0.37,0.4,0.84,0.6
5167,0.24,0.5,0.41,0.7,0.62,0.4
5168,0.57,0.4,0.5,0.4,0.94,0.8
5169,0.45,0.6,0.2,0.5,0.4,0.5
5170,0.95,0.4,0.7,0.5,0.43,0.4
5171,0.96,0.3,0.26,0.7,0.53,0.7
5172,0.74,0.7,0.42,0.7,0.87,0.3
5173,0.51,0.7,0.39,0.8,0.91,0.7
5174,0.59,0.5,0.61,0.5,0.74,0.4
5175,0.66,0.7,0.65,0.5,0.74,0.6
5176,0.11,0.6,0.4,0.8,0.36,0.4
5177,0.53,0.5,0.48,0.7,0.67,0.5
5178,0.55,0.5,0.79,0.4,0.72,0.8
5179,0.41,0.6,0.71,0.5,0.17,0.6
5180,0.6,0.5,0.93,0.7,0.83,0.5
5181,0.91,0.5,0.96,0.8,0.13,0.6
5182,0.32,0.7,0.44,0.7,0.89,0.7
5183,0.57,0.4,0.92,0.8,0.66,0.3
5184,0.33,0.5,0.23,0.7,0.85,0.6
5185,0.55,0.7,0.28,0.4,0.51,0.5
5186,0.9,0.4,0.27,0.5,0.78,0.7
5187,0.52,0.5,0.9,0.4,0.69,0.4
5188,0.6,0.6,0.7,0.5,0.5,0.6
5189,0.23,0.8,0.67,0.4,0.21,0.3
5190,0.21,0.7,0.67,0.4,0.14,0.6
5191,0.54,0.7,0.11,0.6,0.75,0.3
5192,0.38,0.7,0.77,0.7,0.54,0.7
5193,0.18,0.4,0.54,0.8,0.93,0.4
5194,0.8,0.4,0.51,0.4,0.78,0.6
5195,0.87,0.6,0.9,0.6,0.56,0.5
5196,0.92,0.8,0.95,0.8,0.34,0.5
5197,0.34,0.4,0.22,0.5,0.78,0.6
5198,0.41,0.7,0.38,0.4,0.18,0.7
5199,0.75,0.5,0.26,0.8,0.71,0.6
5200,0.55,0.4,0.4,0.6,0.62,0.5
5201,0.77,0.4,0.43,0.5,0.85,0.8
5202,0.6,0.6,0.44,0.6,0.68,0.4
5203,0.65,0.8,0.55,0.6,0.42,0.3
5204,0.15,0.7,0.51,0.4,0.25,0.5
5205,0.31,0.3,0.83,0.8,0.68,0.3
5206,0.86,0.7,0.77,0.6,0.93,0.4
5207,0.62,0.7,0.28,0.3,0.26,0.3
5208,0.15,0.8,0.22,0.4,0.23,0.5
5209,0.18,0.5,0.53,0.5,0.3,0.8
5210,0.21,0.6,0.61,0.4,0.57,0.5
5211,0.77,0.7,0.34,0.7,0.43,0.7
5212,0.45,0.4,0.86,0.5,0.71,0.7
5213,0.54,0.6,0.41,0.7,0.58,0.6
5214,0.91,0.3,0.72,0.5,0.29,0.3
5215,0.79,0.4,0.93,0.3,0.13,0.6
5216,0.95,0.5,0.68,0.5,0.9,0.5
5217,0.26,0.4,0.44,0.4,0.73,0.7
5218,0.93,0.4,0.88,0.5,0.26,0.5
5219,0.9,0.6,0.75,0.5,0.8,0.7
5220,0.81,0.8,0.82,0.7,0.79,0.7
5221,0.78,0.4,0.76,0.4,0.64,0.7
5222,0.59,0.5,0.22,0.5,0.45,0.8
5223,0.13,0.7,0.91,0.5,0.36,0.4
5224,0.22,0.4,0.12,0.3,0.28,0.7
5225,0.77,0.4,0.5,0.6,0.96,0.3
5226,0.74,0.6,0.55,0.8,0.26,0.7
5227,0.75,0.5,0.62,0.3,0.16,0.6
5228,0.2,0.6,0.49,0.5,0.67,0.4
5229,0.89,0.5,0.56,0.3,0.17,0.4
5230,0.62,0.7,0.59,0.5,0.35,0.4
5231,0.82,0.6,0.75,0.6,0.6,0.5
5232,0.88,0.4,0.55,0.8,0.69,0.7
5233,0.64,0.6,0.6,0.6,0.43,0.4
5234,0.59,0.6,0.77,0.7,0.81,0.4
5235,0.22,0.7,0.37,0.7,0.14,0.7
5236,0.77,0.3,0.49,0.3,0.63,0.6
5237,0.37,0.5,0.28,0.4,0.82,0.4
5238,0.37,0.3,0.25,0.6,0.27,0.6
5239,0.89,0.4,0.77,0.5,0.5,0.3
5240,0.3,0.7,0.13,0.5,0.75,0.4
5241,0.3,0.4,0.6,0.6,0.95,0.6
5242,0.6,0.7,0.74,0.6,0.94,0.4
5243,0.33,0.8,0.15,0.3,0.5,0.8
5244,0.92,0.5,0.12,0.6,0.58,0.6
5245,0.36,0.6,0.36,0.5,0.4,0.5
5246,0.66,0.3,0.59,0.6,0.49,0.5
5247,0.44,0.4,0.9,0.4,0.34,0.4
5248,0.75,0.4,0.85,0.6,0.64,0.7
5249,0.51,0.5,0.63,0.7,0.65,0.4
5250,0.17,0.3,0.88,0.7,0.77,0.6
5251,0.94,0.7,0.4,0.6,0.45,0.5
5252,0.5,0.4,0.5,0.6,0.48,0.3
5253,0.89,0.7,0.63,0.7,0.9,0.6
5254,0.48,0.6,0.81,0.4,0.79,0.6
5255,0.17,0.6,0.25,0.6,0.24,0.5
5256,0.39,0.6,0.96,0.6,0.52,0.8
5257,0.35,0.7,0.81,0.5,0.89,0.4
5258,0.97,0.6,0.27,0.5,0.57,0.7
5259,0.51,0.4,0.18,0.6,0.62,0.8
5260,0.69,0.6,0.87,0.5,0.67,0.7
5261,0.16,0.7,0.72,0.6,0.35,0.3
5262,0.86,0.4,0.88,0.6,0.43,0.4
5263,0.53,0.5,0.44,0.4,0.72,0.6
5264,0.35,0.5,0.24,0.3,0.65,0.7
5265,0.88,0.6,0.18,0.4,0.45,0.6
5266,0.65,0.8,0.46,0.6,0.26,0.3
5267,0.93,0.5,0.88,0.4,0.22,0.4
5268,0.78,0.6,0.56,0.4,0.59,0.5
5269,0.14,0.7,0.82,0.5,0.26,0.4
5270,0.88,0.3,0.52,0.8,0.38,0.6
5271,0.94,0.5,0.14,0.7,0.62,0.4
5272,0.79,0.7,0.45,0.4,0.48,0.7
5273,0.93,0.7,0.19,0.7,0.55,0.6
5274,0.42,0.7,0.22,0.8,0.57,0.6
5275,0.72,0.7,0.39,0.3,0.25,0.4
5276,0.69,0.6,0.96,0.6,0.77,0.7
5277,0.88,0.3,0.87,0.6,0.51,0.5
5278,0.31,0.5,0.71,0.6,0.5,0.4
5279,0.28,0.6,0.24,0.8,0.65,0.3
5280,0.69,0.7,0.57,0.3,0.3,0.6
5281,0.91,0.5,0.85,0.5,0.27,0.8
5282,0.27,0.6,0.69,0.4,0.75,0.3
5283,0.31,0.6,0.94,0.7,0.89,0.4
